month,kpi,market,technology_name,value,integration
2024-06-01,sourced_orders,emea,CNC,72,TRUE
2024-07-01,sourced_orders,emea,CNC,70,TRUE
2024-08-01,sourced_orders,emea,CNC,69,TRUE
2024-09-01,sourced_orders,emea,CNC,71,TRUE
2024-10-01,sourced_orders,emea,CNC,78,TRUE
2024-11-01,sourced_orders,emea,CNC,84,TRUE
2024-12-01,sourced_orders,emea,CNC,83,TRUE
2024-01-01,sourced_orders,emea,3DP,41,TRUE
2024-02-01,sourced_orders,emea,3DP,39,TRUE
2024-03-01,sourced_orders,emea,3DP,42,TRUE
2024-04-01,sourced_orders,emea,3DP,42,TRUE
2024-05-01,sourced_orders,emea,3DP,44,TRUE
2024-06-01,sourced_orders,emea,3DP,45,TRUE
2024-07-01,sourced_orders,emea,3DP,44,TRUE
2024-08-01,sourced_orders,emea,3DP,42,TRUE
2024-09-01,sourced_orders,emea,3DP,43,TRUE
2024-10-01,sourced_orders,emea,3DP,48,TRUE
2024-11-01,sourced_orders,emea,3DP,51,TRUE
2024-12-01,sourced_orders,emea,3DP,50,TRUE
2024-01-01,sourced_orders,emea,IM,1,TRUE
2024-02-01,sourced_orders,emea,IM,1,TRUE
2024-03-01,sourced_orders,emea,IM,2,TRUE
2024-04-01,sourced_orders,emea,IM,2,TRUE
2024-05-01,sourced_orders,emea,IM,2,TRUE
2024-06-01,sourced_orders,emea,IM,2,TRUE
2024-07-01,sourced_orders,emea,IM,2,TRUE
2024-08-01,sourced_orders,emea,IM,2,TRUE
2024-09-01,sourced_orders,emea,IM,2,TRUE
2024-10-01,sourced_orders,emea,IM,2,TRUE
2024-11-01,sourced_orders,emea,IM,3,TRUE
2024-12-01,sourced_orders,emea,IM,3,TRUE
2024-01-01,sourced_orders,emea,SM,3,TRUE
2024-02-01,sourced_orders,emea,SM,3,TRUE
2024-03-01,sourced_orders,emea,SM,3,TRUE
2024-04-01,sourced_orders,emea,SM,3,TRUE
2024-05-01,sourced_orders,emea,SM,3,TRUE
2024-06-01,sourced_orders,emea,SM,3,TRUE
2024-07-01,sourced_orders,emea,SM,3,TRUE
2024-08-01,sourced_orders,emea,SM,3,TRUE
2024-09-01,sourced_orders,emea,SM,3,TRUE
2024-10-01,sourced_orders,emea,SM,4,TRUE
2024-11-01,sourced_orders,emea,SM,4,TRUE
2024-12-01,sourced_orders,emea,SM,4,TRUE
2024-01-01,sourced_orders,emea,Other,0,TRUE
2024-02-01,sourced_orders,emea,Other,0,TRUE
2024-03-01,sourced_orders,emea,Other,0,TRUE
2024-04-01,sourced_orders,emea,Other,0,TRUE
2024-05-01,sourced_orders,emea,Other,0,TRUE
2024-06-01,sourced_orders,emea,Other,0,TRUE
2024-07-01,sourced_orders,emea,Other,0,TRUE
2024-08-01,sourced_orders,emea,Other,0,TRUE
2024-09-01,sourced_orders,emea,Other,0,TRUE
2024-10-01,sourced_orders,emea,Other,0,TRUE
2024-11-01,sourced_orders,emea,Other,0,TRUE
2024-12-01,sourced_orders,emea,Other,0,TRUE
