creator_account_id,country_iso,company_size,parent_company,Parent_Company_ID
0015A000021SdvTQAS,DE,10-100,,
0015A0000226R0AQAU,DE,10-100,,
0015A0000226zmxQAA,DE,10-100,,
0015A000022vAoTQAU,DE,Unknown,,
0015A000022VT6eQAG,DE,Unknown,,001i000001J6Qho
0015A000022wG1gQAE,DE,10-100,Multitorch Technologies GmbH,
0015A000022WvvJQAS,DE,10-100,,
0015A000022xbqwQAA,DE,100-500,,
0015A000025hlH1QAI,DE,<10,,
0015A000025iSMzQAM,DE,<10,,
0015A000026Ux3kQAC,DE,10-100,,
0015A000026VF5aQAG,DE,10-100,,0015A00001twMlC
0015A000026W08vQAC,DE,10-100,,
0015A000026WsESQA0,DE,Unknown,,
0015A000026XKZIQA4,DE,Unknown,,
0015A000027AxkHQAS,DE,<10,,
0015A000027BKxkQAG,DE,Unknown,,
0015A000027DAxDQAW,DE,10-100,,
0015A000027e3iPQAQ,DE,10-100,,
0015A000027HliPQAS,DE,100-500,,
0015A000027I9wsQAC,DE,10-100,,
0015A000029GcBWQA0,DE,100-500,,
0015A000029HX4eQAG,ES,Unknown,,
0015A000029maZpQAI,DE,Unknown,,
0015A000029mDFYQA2,DE,<10,,
0015A000029mzjjQAA,DE,10-100,,
0015A00002Bi9diQAB,DE,10-100,,
0015A00002BiqXsQAJ,DE,Unknown,,
0015A00002Bj5xhQAB,DE,Unknown,,
0015A00002BSlGpQAL,DE,<10,,
0015A00002Cl6AWQAZ,DE,<10,,
0015A00002CmHiVQAV,DE,Unknown,,
0015A00002D49FjQAJ,DE,10-100,,
0015A00002D4NoPQAV,DE,500-1000,,
0015A00002D4VbQQAV,DE,Unknown,,
0015A00002D58j3QAB,DE,<10,,
0015A00002D5VI0QAN,DE,100-500,,
0015A00002D77haQAB,DE,10-100,,
0015A00002D7HlNQAV,DE,10-100,,001i000001YEJSa
0015A00002DONtYQAX,DE,100-500,,001i000001KHAUo
0015A00002DOXs1QAH,DE,Unknown,,
0015A00002J5dOvQAJ,DE,<10,,
0015A00002J5TbzQAF,DE,<10,,
0015A00002J6B4KQAV,DE,10-100,,001i000001PirGW
0015A00002J6IodQAF,DE,<10,,
0015A00002J6ua8QAB,DE,<10,,
0015A00002J7dVtQAJ,DE,<10,,001i000001PirGW
0015A00002J7dWNQAZ,DE,Unknown,,001i000001PirGW
0015A00002J7gmRQAR,DE,Unknown,,
0015A00002J7HVFQA3,DE,10-100,,
0015A00002J7m1jQAB,DE,Unknown,,
0015A00002J7xCXQAZ,DE,10-100,,
0015A00002Pup99QAB,DE,<10,,0018X000033d1fD
0015A00002PuuguQAB,DE,10-100,,
0015A00002PvHQkQAN,DE,Unknown,,
0015A00002PvHQuQAN,DE,10-100,,
0015A00002PvzekQAB,DE,Unknown,,
0015A00002Pw17tQAB,DE,100-500,,
0015A00002PwD8kQAF,DE,Unknown,,
0015A00002PwGRCQA3,DE,Unknown,,
0015A00002PwKLfQAN,DE,Unknown,,
0015A00002PwLjdQAF,DE,10-100,,
0015A00002PwR2lQAF,DE,<10,,
0015A00002PwVAoQAN,DE,10-100,,
0015A00002Px3rfQAB,DE,100-500,,
0015A00002Px5rlQAB,DE,<10,,
0015A00002PxO4TQAV,DE,Unknown,,
0015A00002V8bQPQAZ,DE,<10,,
0015A00002V8lMXQAZ,DE,<10,,
0015A00002V9KhbQAF,DE,10-100,,
0015A00002VATbtQAH,DE,Unknown,,
0015A00002VBHTEQA5,DE,Unknown,,
0016e00002aGggoAAC,DE,10-100,,
0016e00002aGu30AAC,DE,<10,,
0016e00002aHFArAAO,DE,10-100,,
0016e00002bUhNyAAK,DE,100-500,,
0016e00002bUl1XAAS,DE,Unknown,,
0016e00002bVER0AAO,DE,1000-10000,,
0016e00002bVJ2wAAG,DE,Unknown,,
0016e00002bVs53AAC,DE,<10,,
0016e00002bW5MUAA0,DE,10-100,,
0016e00002bWcRTAA0,DE,1000-10000,,
0016e00002bWfytAAC,DE,<10,,
0016e00002bX8JPAA0,DE,<10,,
0016e00002bXa1BAAS,DE,Unknown,,
0016e00002bXp80AAC,DE,Unknown,,
0016e00002bYH8GAAW,DE,10-100,,
0016e00002f0hnGAAQ,DE,Unknown,,
0016e00002f0xdyAAA,DE,10-100,,
0016e00002f0YLAAA2,DE,<10,,
0016e00002f0yTYAAY,DE,10-100,,
0016e00002f1RLQAA2,DE,10-100,,
0016e00002f210VAAQ,DE,Unknown,,
0016e00002f3DNLAA2,DE,1000-10000,,
0016e00002jg3OGAAY,DE,100-500,,
0016e00002jgJMwAAM,DE,<10,,
0016e00002jgYGBAA2,DE,10-100,,
0016e00002jh7wYAAQ,DE,<10,,001i000001J6StW
0016e00002jhP0dAAE,DE,Unknown,,
0016e00002jj5ryAAA,DE,<10,,
0016e00002jjCqEAAU,DE,100-500,,
0016e00002ssZe9AAE,DE,<10,,
0016e00002st7RZAAY,DE,Unknown,,
0016e00002st87iAAA,DE,10-100,,
0016e00002stRqbAAE,DE,<10,,
0016e00002svezwAAA,DE,<10,,
0016e00002svJRYAA2,DE,Unknown,,
0016e00002swadpAAA,DE,Unknown,,
0016e00002XNm7fAAD,DE,500-1000,,
0016e00002XPiq6AAD,DE,<10,,
0016e00002XPjRxAAL,DE,10-100,,
0016e00002XPjXrAAL,DE,10-100,,
0016e00002XPtLdAAL,DE,<10,,
0016e00002XPwuaAAD,DE,<10,,
0016e00002zPY3tAAG,DE,<10,,
0016e00002zQaaEAAS,DE,<10,,0015A00002Px3fa
0016e00002zQb65AAC,DE,10-100,,
0016e00002zRIZiAAO,DE,<10,,
0016e000033mGs2AAE,DE,Unknown,,
0016e000033mYS5AAM,DE,Unknown,,
0018X000032eYJHQA2,DE,Unknown,,
0018X000032giY4QAI,DE,<10,,
0018X000033cGRXQA2,DE,10-100,,
0018X000034WolhQAC,DE,100-500,,
0018X000034YGISQA4,DE,Unknown,,
0018X000035iEDtQAM,DE,Unknown,,
0018X000035jIVYQA2,DE,<10,,
0018X000035Kv2sQAC,SE,Unknown,,0016e00002XNl3D
0018X000035L9okQAC,DE,10-100,,
0018X000036M5BzQAK,DE,10-100,,
0018X000036McJfQAK,DE,<10,,
0018X0000373el4QAA,DE,10-100,,
0018X0000374epSQAQ,DE,10-100,,
0018X0000374eR4QAI,DE,100-500,,
0018X00003754c7QAA,DE,10-100,,
0018X000038Cyo6QAC,DE,Unknown,,
0018X00003AUxriQAD,DE,<10,,
0018X00003AW515QAD,DE,,,
0018X00003CSj4aQAD,DE,,,
0018X00003EcnBaQAJ,DE,,,
0018X00003FovCLQAZ,DE,,,
0018X00003FqqzkQAB,DE,,,
0018X00003HpYipQAF,DE,,,
0018X00003HUV6TQAX,DE,,,
0018X00003IeUVqQAN,DE,,,
0018X00003ILtsoQAD,DE,,,
0018X00003JpI1HQAV,DE,,,
0018X00003JprGCQAZ,DE,,,
0018X00003KL8mFQAT,DE,,,
0018X00003KVXjDQAX,DE,,,
0018X00003N6OFIQA3,DE,,,
0018X00003OFsKiQAL,DE,,,
0018X00003OzSOgQAN,PL,,,
0018X00003P0C1MQAV,DE,,,
0018X00003P0JjaQAF,DE,,,
0018X00003PbGtSQAV,DE,,,
0018X00003PZ9lyQAD,DE,,,
0018X00003QCxtPQAT,DE,,,
001i000001J6aIuAAJ,DE,10-100,,
001i000001J6aKqAAJ,DE,10000-50000,,
001i000001J6bJEAAZ,DE,100-500,,
001i000001J6c2NAAR,DE,100-500,,
001i000001J6fsRAAR,GB,<10,,
001i000001J6g2RAAR,DE,100-500,,
001i000001J6gHvAAJ,DE,1000-10000,,
001i000001J6gJ8AAJ,DE,100-500,,
001i000001J6gKpAAJ,DE,10-100,,
001i000001J6glYAAR,DE,1000-10000,Brose Fahrzeugteile SE & Co. KG  (Coburg),
001i000001J6goSAAR,DE,100-500,,
001i000001J6gv9AAB,DE,Unknown,,
001i000001J6h6qAAB,DE,500-1000,,
001i000001J6htxAAB,DE,Unknown,,
001i000001J6iBCAAZ,GB,Unknown,,
001i000001J6ibwAAB,DE,100-500,,
001i000001J6iHQAAZ,DE,100-500,,
001i000001J6ioQAAR,DE,10-100,,0015A00002DOfQY
001i000001J6iRNAAZ,DE,Unknown,,
001i000001J6j7NAAR,DE,1000-10000,,
001i000001J6jnCAAR,DE,100-500,,001i000001Pisx9
001i000001J6jQcAAJ,DE,10-100,,
001i000001J6kJBAAZ,DE,100-500,,
001i000001J6kjYAAR,DE,Unknown,,
001i000001J6kSdAAJ,DE,10-100,,
001i000001J6larAAB,DE,10000-50000,,
001i000001J6mkTAAR,DE,100-500,,
001i000001J6PbSAAV,DE,100-500,,
001i000001J6PifAAF,DE,Unknown,,
001i000001J6PjiAAF,DE,500-1000,,
001i000001J6PSaAAN,DE,100-500,,
001i000001J6QASAA3,DE,100-500,,
001i000001J6QC4AAN,DE,<10,,
001i000001J6QCxAAN,DE,100-500,,
001i000001J6r42AAB,DE,<10,,
001i000001J6racAAB,DE,Unknown,,
001i000001J6rEOAAZ,DE,10-100,,
001i000001J6rJCAAZ,DE,10-100,,
001i000001J6rNdAAJ,DE,100-500,,
001i000001J6RvIAAV,DE,1000-10000,,
001i000001J6rVSAAZ,DE,Unknown,,
001i000001J6rW1AAJ,DE,10-100,,
001i000001J6rXJAAZ,DE,10-100,,
001i000001J6RYnAAN,DE,500-1000,,
001i000001J6sgUAAR,DE,<10,,
001i000001J6SrkAAF,DE,1000-10000,,
001i000001J6TMaAAN,DE,100-500,,
001i000001J6u8BAAR,GB,<10,DAIKIN Manufacturing Germany GmbH,
001i000001J6Ui3AAF,DE,10-100,,
001i000001J6WkTAAV,DE,1000-10000,,
001i000001J6wQCAAZ,DE,500-1000,Yazaki EMEA,001i000001J6StW
001i000001J6Y6qAAF,DE,Unknown,,
001i000001J6YATAA3,DE,<10,,
001i000001J6YZrAAN,DE,100-500,,
001i000001J6ZXpAAN,DE,10-100,,
001i000001J7PtcAAF,DE,100-500,,
001i000001KGrgnAAD,DE,1000-10000,,
001i000001KvOBdAAN,DE,10-100,,
001i000001KxNYiAAN,DE,Unknown,,
001i000001LsCMEAA3,DE,100-500,,
001i000001LsS1NAAV,DE,500-1000,,
001i000001LtcZOAAZ,DE,<10,,
001i000001MtiIaAAJ,DE,10-100,,
001i000001MtiPlAAJ,DE,100-500,,
001i000001MtiUgAAJ,DE,<10,,
001i000001MuJubAAF,DE,500-1000,,
001i000001O9iT6AAJ,DE,<10,,
001i000001O9jbuAAB,DE,<10,,
001i000001O9NGcAAN,DE,<10,,
001i000001PCZh1AAH,DE,10-100,,
001i000001PimsmAAB,DE,Unknown,,
001i000001Pin32AAB,DE,10-100,,
001i000001PinJUAAZ,DE,100-500,,
001i000001PinkoAAB,DE,Unknown,,
001i000001Pinq0AAB,DE,Unknown,,
001i000001PiokLAAR,DE,10-100,,
001i000001PiokPAAR,DE,10-100,,
001i000001PioLkAAJ,DE,10-100,,
001i000001PiooKAAR,GB,<10,,
001i000001Pip1GAAR,DE,100-500,,
001i000001Pip3nAAB,DE,10-100,,
001i000001Pip3UAAR,GB,10-100,,
001i000001Pip9fAAB,DE,<10,,
001i000001PipEuAAJ,DE,Unknown,,
001i000001PipliAAB,DE,Unknown,,
001i000001PipMsAAJ,DE,Unknown,,
001i000001PipNfAAJ,DE,<10,,
001i000001PipoUAAR,DE,100-500,,
001i000001PippMAAR,DE,100-500,,
001i000001PipUwAAJ,DE,100-500,,
001i000001PipvMAAR,DE,100-500,,
001i000001Pipy3AAB,GB,<10,,
001i000001Piq1mAAB,DE,500-1000,,
001i000001Piq1yAAB,DE,100-500,,
001i000001Piq3EAAR,DE,100-500,,
001i000001Piq7zAAB,DE,Unknown,,
001i000001Piq9rAAB,DE,Unknown,,
001i000001PiqAfAAJ,DE,Unknown,,
001i000001PiqAXAAZ,GB,Unknown,,
001i000001PiqbKAAR,GB,Unknown,,
001i000001PiqHrAAJ,GB,10-100,,
001i000001PiqN1AAJ,DE,10-100,,
001i000001PiqoEAAR,DE,100-500,,
001i000001PiqRaAAJ,DE,<10,,
001i000001PiqRnAAJ,DE,100-500,,
001i000001PiqXeAAJ,DE,1000-10000,,
001i000001Pir4XAAR,DE,<10,,
001i000001Pir5UAAR,DE,10-100,,
001i000001Pir7dAAB,GB,Unknown,Molex GmbH,
001i000001Pir9WAAR,DE,1000-10000,,
001i000001PiranAAB,DE,<10,,
001i000001PirbBAAR,DE,100-500,,
001i000001PirfgAAB,DE,Unknown,,
001i000001PirrxAAB,DE,Unknown,,
001i000001Pirs3AAB,DE,<10,,
001i000001PirWnAAJ,DE,<10,,
001i000001PirYmAAJ,GB,Unknown,,
001i000001Pis0YAAR,DE,Unknown,,
001i000001Pis6SAAR,DE,Unknown,Schneider Electric Automation GmbH,
001i000001PisaEAAR,DE,10-100,,
001i000001PisazAAB,DE,1000-10000,,
001i000001PisCTAAZ,DE,<10,,
001i000001PisJYAAZ,DE,10-100,,
001i000001PiskJAAR,DE,1000-10000,,
001i000001PisNAAAZ,DE,1000-10000,,
001i000001Piss7AAB,DE,Unknown,,
001i000001Pist7AAB,DE,<10,,
001i000001Pisu4AAB,DE,100-500,,
001i000001PisypAAB,DE,Unknown,,
001i000001Pit0gAAB,DE,Unknown,,
001i000001PitIAAAZ,DE,10-100,,
001i000001PitIcAAJ,DE,10-100,,
001i000001PitMpAAJ,DE,100-500,,001i000001J6iPg
001i000001PitSmAAJ,DE,100-500,,
001i000001PiuM7AAJ,GB,Unknown,,
001i000001Pj6t0AAB,DE,100-500,,
001i000001Pj9a8AAB,DE,Unknown,,
001i000001Pj9WzAAJ,DE,<10,,
001i000001PjB9CAAV,DE,100-500,,
001i000001QgrONAAZ,DE,10-100,,
001i000001SNdqHAAT,DE,10-100,,
001i000001SNJtpAAH,DE,10-100,,
001VW0000040M6HYAU,DE,,,
001VW000004HvcIYAS,DE,,,
001VW000005qYKTYA2,DE,,,
001VW000006rZAfYAM,DE,,,
001VW000006WacpYAC,DE,,,
001VW000008vFx5YAE,DE,,,
001VW000008YlceYAC,DE,,,
001VW000009Bu52YAC,DE,,,
001VW00000BIKZpYAP,DE,,,
001VW00000BPzAEYA1,DE,,,
001VW00000CAKrOYAX,DE,,,
001VW00000CyidaYAB,DE,,,
001VW00000FigOPYAZ,DE,,,
001VW00000FiZUUYA3,DE,,,
001VW00000FmMtiYAF,DE,,,
001VW00000GtLVgYAN,DE,,,
001VW00000HCS0LYAX,DE,,,0016e00002svJcP
001VW00000J9mP9YAJ,DE,,,
001VW00000K4MWJYA3,DE,,,
001VW00000Lb14LYAR,DE,,,
001VW00000M8YnwYAF,DE,,,
0013100001aF9YgAAK,DE,Unknown,,
0013100001aFHz6AAG,DE,100-500,,
0013100001ataZfAAI,DE,10-100,,
0013100001bavkYAAQ,DE,1000-10000,,
0013100001bZ7spAAC,DE,100-500,m-u-t AG,
0013100001cSJx5AAG,DE,1000-10000,,
0013100001cUqOeAAK,DE,500-1000,,
0013100001eCGnMAAW,DE,100-500,,
0013100001enBqbAAE,DE,<10,,
0013100001fqnIEAAY,DE,Unknown,,
0013100001fr4JxAAI,DE,Unknown,,
0013100001freGuAAI,DE,<10,,
0013100001frVDdAAM,DE,100-500,,
0013100001fs7eKAAQ,DE,<10,,
0013100001fsAh0AAE,DE,10-100,,
0013100001ftJBfAAM,DE,Unknown,,
0013100001gb9szAAA,DE,<10,,
0013100001gbCNoAAM,DE,Unknown,,
0013100001gZOb7AAG,DE,10-100,,001i000001Piqhh
0013100001hoSeoAAE,DE,10-100,,
0013100001k5uxaAAA,DE,1000-10000,MTU Aero Engines group (DE),
0013100001k8DYNAA2,DE,10-100,,
0013100001k8FEUAA2,DE,Unknown,Airbus Operations GmbH,
0013100001kqxdTAAQ,DE,Unknown,TU Darmstadt,001i000001J6iPg
0013100001kVWhCAAW,DE,<10,,
0013100001lco1DAAQ,DE,Unknown,Deutsches Zentrum f¸r Luft- und Raumfahrt e.V.,
0013100001lVnDiAAK,DE,10-100,,
0013100001lW6EwAAK,GB,Unknown,,
0013100001lXZ4xAAG,DE,100-500,,
0013100001mI738AAC,DE,10000-50000,,001i000001PirXB
0013100001n5UMeAAM,DE,10-100,FP InovoLabs GmbH,001i000001Pirg2
0013100001nmErZAAU,NL,10-100,,
0013100001nmEUSAA2,DE,10-100,,
0013100001nmf2iAAA,DE,Unknown,Francotyp-Postalia Holding AG,
0013100001nmJieAAE,DE,<10,UTC Aerospace Systems (DE),
0013100001nmUpZAAU,DE,100-500,,
0013100001oOq6YAAS,DE,Unknown,,
0013100001puj5KAAQ,DE,10-100,,
0013100001qw8U7AAI,DE,<10,,
0013100001qxb9xAAA,DE,10-100,,001i000001Pite8
0013100001qxHa5AAE,DE,100-500,,
0013100001qzFT7AAM,DE,100-500,,
0013100001qzROWAA2,DE,100-500,,
0013100001rudS1AAI,DE,Unknown,,
0013100001ruJvgAAE,GB,<10,,
0013100001rvOIfAAM,GB,<10,,
0015A00001t52ZzQAI,DE,10-100,,
0015A00001t5MDbQAM,DE,10-100,,
0015A00001tuv7WQAQ,DE,Unknown,,
0015A00001uXZR9QAO,DE,<10,,
0015A00001uZrJRQA0,DE,10-100,,
0015A00001woR7eQAE,GB,10-100,,
0015A00001wxziFQAQ,DE,1000-10000,,
0015A00001wy0emQAA,DE,10-100,,
0015A00001wyEkdQAE,DE,<10,,
0015A00001wyFuZQAU,DE,<10,,
0015A00001y5pGuQAI,DE,Unknown,,
0015A00001ydml6QAA,DE,10-100,,
0015A00001ye7OyQAI,DE,Unknown,,
0015A00001yf1elQAA,GB,<10,,
0015A00001yf1wtQAA,DE,Unknown,,
0015A00001ygZwRQAU,DE,<10,,
0015A00001ywgO9QAI,DE,<10,,
0015A000020a1NaQAI,DE,Unknown,,
0015A000020AaqtQAC,DE,100-500,,
0015A000020b1nTQAQ,DE,10-100,,
0015A000020b1nYQAQ,DE,Unknown,,
0015A000020bONDQA2,DE,<10,,
0015A000020Ync7QAC,GB,<10,,
0015A000021QfAVQA0,DE,<10,,
0015A000021Rp2ZQAS,DE,100-500,,
0015A000021RuKVQA0,GB,Unknown,,
0015A000021TNuiQAG,DE,Unknown,Jungheinrich AG,
0015A0000228xC8QAI,DE,Unknown,Kˆrber Digital GmbH,
0015A000022VTAbQAO,GB,Unknown,,
0015A000022VTARQA4,DE,10-100,,
0015A000022Vu2pQAC,DE,10-100,,
0015A000022W9jjQAC,DE,Unknown,,
0015A000022x1MaQAI,DE,10-100,,
0015A000023NhRdQAK,DE,Unknown,,
0015A000023Qt9tQAC,DE,<10,,
0015A000023RCG2QAO,DE,10-100,,
0015A000025gDs7QAE,DE,Unknown,,
0015A000025jI4cQAE,DE,<10,,
0015A000025k6c8QAA,DE,<10,,
0015A000026WiDJQA0,DE,10-100,,
0015A000026XYUIQA4,DE,<10,,
0015A000027CMIcQAO,DE,10-100,,
0015A000027Id7RQAS,DE,Unknown,,
0015A000028ZuW5QAK,DE,Unknown,,
0015A000029392XQAQ,DE,Unknown,,
0015A000029IPbJQAW,DE,<10,,
0015A000029mClOQAU,DE,Unknown,,
0015A000029mZLcQAM,DE,10-100,,
0015A00002AuZ1OQAV,DE,Unknown,,
0015A00002BjjVMQAZ,DE,Unknown,,
0015A00002BjjznQAB,DE,<10,,
0015A00002BUhArQAL,DE,<10,,
0015A00002CigKcQAJ,DE,Unknown,,
0015A00002CigyNQAR,DE,100-500,,
0015A00002CljrMQAR,DE,10-100,,
0015A00002D4DHlQAN,DE,10-100,,
0015A00002D4HepQAF,DE,<10,,
0015A00002D4OhPQAV,DE,10-100,,
0015A00002D4pxwQAB,DE,<10,,
0015A00002D55uyQAB,DE,10-100,ZARM Technik AG,001i000001J6PcS
0015A00002D5bg0QAB,DE,Unknown,,
0015A00002D6Gh1QAF,DE,Unknown,Deutsches Zentrum f¸r Luft- und Raumfahrt e.V.,
0015A00002D6pE5QAJ,DE,100-500,,
0015A00002D7BEbQAN,DE,<10,,
0015A00002DOaKrQAL,DE,Unknown,,0015A00002PwV55
0015A00002J5VMRQA3,DE,<10,,
0015A00002J69pXQAR,DE,<10,,
0015A00002J6tY4QAJ,DE,Unknown,,
0015A00002J7eQaQAJ,DE,Unknown,,
0015A00002J7K3gQAF,DE,Unknown,,
0015A00002J7YduQAF,DE,10-100,,
0015A00002PuvyIQAR,DE,Unknown,,
0015A00002Puxd3QAB,DE,Unknown,,
0015A00002PvdFbQAJ,DE,10-100,,
0015A00002PvK3rQAF,DE,100-500,,
0015A00002PvWTvQAN,DE,Unknown,,
0015A00002PvY9oQAF,DE,Unknown,,
0015A00002Pw39ZQAR,DE,Unknown,,
0015A00002Pw6vAQAR,DE,<10,,
0015A00002PwFQ5QAN,DE,<10,,
0015A00002PwPgXQAV,DE,Unknown,,
0015A00002Px2LnQAJ,DE,10-100,,
0015A00002Px2NtQAJ,DE,<10,,
0015A00002PyFjAQAV,DE,<10,,
0015A00002Pyl2sQAB,DE,Unknown,,
0015A00002V8DuQQAV,DE,<10,,
0015A00002V8DwgQAF,DE,<10,,
0015A00002V8EJWQA3,DE,1000-10000,,
0015A00002V8J1MQAV,DE,<10,,
0015A00002V8wohQAB,DE,Unknown,,
0015A00002VBDUMQA5,DE,10-100,,
0015A00002XMaLQQA1,DE,100-500,,
0015A00002XMbOQQA1,DE,Unknown,HDC Blueprints GmbH,
0015A00002XMhgNQAT,DE,Unknown,,
0015A00002XMQ5bQAH,DE,<10,,
0016e00002aHMs5AAG,DE,<10,,
0016e00002aHSyCAAW,DE,100-500,,
0016e00002bUhMvAAK,DE,10-100,,
0016e00002bVNIUAA4,DE,Unknown,,
0016e00002bW84JAAS,DE,<10,,
0016e00002bWEjJAAW,DE,10-100,,
0016e00002bWEnsAAG,DE,100-500,Haag-Streit Engineering GmbH & Co. KG,
0016e00002bWIxXAAW,DE,10-100,,
0016e00002bXSzcAAG,DE,<10,,
0016e00002f0boEAAQ,DE,1000-10000,,0015A000022XAuB
0016e00002f0SWiAAM,DE,Unknown,,
0016e00002f2TnxAAE,DE,Unknown,,
0016e00002f2TTPAA2,DE,10-100,,
0016e00002f2uQ7AAI,DE,Unknown,,
0016e00002f3HTMAA2,DE,<10,,
0016e00002f4ODbAAM,DE,Unknown,,
0016e00002f4QvkAAE,DE,<10,,0013100001bZRFH
0016e00002jg3FdAAI,DE,10-100,,
0016e00002jgJJbAAM,DE,100-500,,
0016e00002jh7mTAAQ,DE,Unknown,,
0016e00002jiKg8AAE,DE,Unknown,,
0016e00002jityNAAQ,DE,10-100,,0018X000032dcmz
0016e00002jizTRAAY,DE,<10,,
0016e00002jjfLAAAY,DE,100-500,,
0016e00002jjIHJAA2,DE,10-100,,
0016e00002jjjlHAAQ,DE,Unknown,,
0016e00002jjZ1AAAU,DE,<10,,
0016e00002ssy6IAAQ,DE,10-100,,
0016e00002stApoAAE,DE,100-500,,
0016e00002stpLWAAY,DE,Unknown,,
0016e00002sut4bAAA,DE,100-500,,
0016e00002svJdNAAU,DE,Unknown,,
0016e00002svMpfAAE,DE,<10,,
0016e00002svwsWAAQ,DE,<10,,
0016e00002sw8yGAAQ,DE,100-500,,
0016e00002swa5AAAQ,DE,100-500,,
0016e00002swUOVAA2,DE,Unknown,,
0016e00002XNcq2AAD,DE,<10,,
0016e00002XOfG5AAL,DE,<10,,
0016e00002XPn1lAAD,DE,<10,,
0016e00002XPx3bAAD,DE,Unknown,,
0016e00002zPb6ZAAS,DE,Unknown,,
0016e00002zQklUAAS,DE,<10,,
0016e00002zQY4yAAG,DE,Unknown,,
0018X000031erA2QAI,DE,Unknown,,
0018X000032d6GPQAY,DE,Unknown,,
0018X000032dckjQAA,DE,Unknown,,
0018X000032g6ZeQAI,DE,Unknown,,
0018X000033azMOQAY,DE,Unknown,,
0018X000034Xz2hQAC,DE,Unknown,,
0018X000034Y7QLQA0,DE,Unknown,,
0018X000035hLlZQAU,DE,<10,,
0018X000035j8ihQAA,DE,<10,Haag-Streit Engineering GmbH & Co. KG,
0018X000035j9LoQAI,DE,10-100,,
0018X000035jO2rQAE,DE,Unknown,,
0018X000035KvNIQA0,DE,Unknown,,0015A00001y2gtj
0018X000035N9PkQAK,DE,Unknown,,
0018X0000373eYaQAI,DE,<10,,
0018X0000375GWqQAM,DE,10-100,,
0018X0000375IukQAE,DE,Unknown,,
0018X000038ClVeQAK,DE,10-100,,
0018X000038DFIIQA4,DE,10-100,,
0018X000038EXAHQA4,DE,10-100,,
0018X0000398LhSQAU,DE,,,
0018X000039AhEBQA0,DE,,,
0018X000039AIljQAG,DE,,,
0018X000039f60BQAQ,DE,,,
0018X00003AUZV2QAP,DE,<10,,
0018X00003AW1tVQAT,DE,,,
0018X00003BTYehQAH,DE,,,
0018X00003CRWEAQA5,DE,,,
0018X00003CSuoCQAT,DE,,,
0018X00003EckocQAB,DE,,,
0018X00003EcxgQQAR,DE,,,
0018X00003FHOuUQAX,DE,,,
0018X00003FIH2VQAX,DE,,,
0018X00003FJBryQAH,DE,,,
0018X00003FJMiSQAX,DE,,,
0018X00003FsTDOQA3,DE,,,
0018X00003GKuxQQAT,DE,,,
0018X00003HAj85QAD,DE,,,
0018X00003HE4YRQA1,DE,,,001i000001PirQk
0018X00003HUUyDQAX,DE,,,
0018X00003IAe45QAD,DE,,,
0018X00003IMPf9QAH,DE,,,
0018X00003JqMuVQAV,DE,,,
0018X00003JrwySQAR,DE,,,
0018X00003JZO9pQAH,DE,,,
0018X00003KVx9iQAD,DE,,,
0018X00003MYG15QAH,DE,,,
0018X00003N5VNOQA3,DE,,,
0018X00003N6DurQAF,DE,,,
0018X00003N7j9VQAR,DE,,,
001i000001J6brUAAR,DE,Unknown,,
001i000001J6g3KAAR,DE,100-500,,
001i000001J6gd1AAB,DE,100-500,,
001i000001J6gntAAB,DE,10-100,,
001i000001J6guuAAB,DE,100-500,,
001i000001J6haoAAB,DE,100-500,,
001i000001J6iAYAAZ,DE,100-500,,
001i000001J6iEGAAZ,DE,<10,,
001i000001J6iq7AAB,DE,<10,,
001i000001J6jQSAAZ,DE,<10,,
001i000001J6lh0AAB,DE,Unknown,,
001i000001J6lHkAAJ,DE,10000-50000,Airbus Operations GmbH,
001i000001J6lKeAAJ,DE,10-100,,
001i000001J6PcNAAV,DE,<10,,
001i000001J6PT9AAN,DE,100-500,Rockwell Collins DE,
001i000001J6q6EAAR,FR,10-100,,
001i000001J6r18AAB,DE,10-100,Lufthansa Technik AG,
001i000001J6r5PAAR,DE,10-100,,
001i000001J6r6mAAB,DE,Unknown,,
001i000001J6r7bAAB,DE,10-100,,
001i000001J6r7VAAR,DE,Unknown,,
001i000001J6r7zAAB,DE,100-500,GEA GROUP (CER),
001i000001J6r9qAAB,DE,Unknown,,
001i000001J6rAtAAJ,DE,10-100,,
001i000001J6rD4AAJ,DE,Unknown,,
001i000001J6rsgAAB,DE,Unknown,,
001i000001J6rUeAAJ,DE,Unknown,,
001i000001J6rYbAAJ,RO,1000-10000,,
001i000001J6SjlAAF,DE,10-100,,
001i000001J6skMAAR,GB,<10,,
001i000001J6TttAAF,FR,<10,,
001i000001J6UKWAA3,DE,100-500,,
001i000001J6us5AAB,DE,10-100,,
001i000001J6vTqAAJ,DE,500-1000,,
001i000001J6WZ8AAN,DE,10-100,,
001i000001J6YtbAAF,DE,500-1000,,
001i000001J72GWAAZ,DE,10-100,,
001i000001LrOydAAF,DE,Unknown,,
001i000001LrPhkAAF,DE,<10,,
001i000001Ls83UAAR,DE,500-1000,,
001i000001LtL0oAAF,DE,100-500,,
001i000001LvCwRAAV,DE,100-500,,
001i000001MtiIfAAJ,GB,<10,,
001i000001MtiJiAAJ,DE,10-100,,
001i000001MtiJsAAJ,DE,100-500,,
001i000001MtiJxAAJ,DE,10000-50000,,
001i000001MtiVKAAZ,DE,Unknown,,
