location,indicator,date,value,clean_date
GLOBAL,TAC - BAI,7/1/2021,2899,01-07-2021
GLOBAL,TAC - BAI,8/1/2021,3113,01-08-2021
GLOBAL,TAC - BAI,9/1/2021,3630,01-09-2021
GLOBAL,TAC - BAI,10/1/2021,3994,01-10-2021
GLOBAL,FBX,11/1/2021,10525,01-11-2021
GLOBAL,FBX,12/1/2021,9425,01-12-2021
GLOBAL,FBX,1/1/2022,9167,01-01-2022
GLOBAL,FBX,2/1/2022,9660,01-02-2022
GLOBAL,TAC - BAI,11/1/2021,4247,01-11-2021
GLOBAL,TAC - BAI,12/1/2021,5029,01-12-2021
GLOBAL,TAC - BAI,1/1/2022,4536,01-01-2022
GLOBAL,TAC - BAI,2/1/2022,3766,01-02-2022
GLOBAL,Machine Tools,1/1/2019,1.004823151,01-01-2019
GLOBAL,Machine Tools,2/1/2019,0.8787346221,01-02-2019
GLOBAL,Machine Tools,3/1/2019,1.042744567,01-03-2019
GLOBAL,Machine Tools,4/1/2019,0.8687335618,01-04-2019
GLOBAL,Machine Tools,5/1/2019,0.8848839097,01-05-2019
GLOBAL,Machine Tools,6/1/2019,0.8110765197,01-06-2019
GLOBAL,Machine Tools,7/1/2019,0.8314125782,01-07-2019
GLOBAL,Machine Tools,8/1/2019,0.7441860465,01-08-2019
GLOBAL,Machine Tools,9/1/2019,0.8362192753,01-09-2019
GLOBAL,Machine Tools,10/1/2019,0.7280944012,01-10-2019
GLOBAL,Machine Tools,11/1/2019,0.6814593202,01-11-2019
GLOBAL,Machine Tools,12/1/2019,0.7422068283,01-12-2019
GLOBAL,Machine Tools,1/1/2020,0.6674357284,01-01-2020
GLOBAL,Machine Tools,2/1/2020,0.6416131989,01-02-2020
GLOBAL,Machine Tools,3/1/2020,0.6459731544,01-03-2020
GLOBAL,Machine Tools,4/1/2020,0.4776119403,01-04-2020
GLOBAL,Machine Tools,5/1/2020,0.4356367985,01-05-2020
GLOBAL,Machine Tools,6/1/2020,0.5533074573,01-06-2020
GLOBAL,Machine Tools,7/1/2020,0.5727845512,01-07-2020
GLOBAL,Machine Tools,8/1/2020,0.5425676215,01-08-2020
GLOBAL,Machine Tools,9/1/2020,0.6742655322,01-09-2020
GLOBAL,Machine Tools,10/1/2020,0.6620912394,01-10-2020
GLOBAL,Machine Tools,11/1/2020,0.7207644963,01-11-2020
GLOBAL,Machine Tools,12/1/2020,0.7842826586,01-12-2020
GLOBAL,Machine Tools,1/1/2021,0.704950495,01-01-2021
GLOBAL,Machine Tools,2/1/2021,0.8315682121,01-02-2021
GLOBAL,Machine Tools,3/1/2021,0.9891808346,01-03-2021
GLOBAL,Machine Tools,4/1/2021,0.9509202454,01-04-2021
GLOBAL,Machine Tools,5/1/2021,0.9348121322,01-05-2021
GLOBAL,Machine Tools,6/1/2021,0.9960039207,01-06-2021
GLOBAL,Machine Tools,7/1/2021,1.034879264,01-07-2021
GLOBAL,Machine Tools,8/1/2021,0.9737798747,01-08-2021
GLOBAL,Cutting Tools,1/1/2019,215,01-01-2019
GLOBAL,Cutting Tools,2/1/2019,206,01-02-2019
GLOBAL,Cutting Tools,3/1/2019,210,01-03-2019
GLOBAL,Cutting Tools,4/1/2019,208,01-04-2019
GLOBAL,Cutting Tools,5/1/2019,213,01-05-2019
GLOBAL,Cutting Tools,6/1/2019,200,01-06-2019
GLOBAL,Cutting Tools,7/1/2019,199,01-07-2019
GLOBAL,Cutting Tools,8/1/2019,205,01-08-2019
GLOBAL,Cutting Tools,9/1/2019,196,01-09-2019
GLOBAL,Cutting Tools,10/1/2019,216,01-10-2019
GLOBAL,Cutting Tools,11/1/2019,189,01-11-2019
GLOBAL,Cutting Tools,12/1/2019,187,01-12-2019
GLOBAL,Cutting Tools,1/1/2020,197,01-01-2020
GLOBAL,Cutting Tools,2/1/2020,188,01-02-2020
GLOBAL,Cutting Tools,3/1/2020,190,01-03-2020
GLOBAL,Cutting Tools,4/1/2020,143,01-04-2020
GLOBAL,Cutting Tools,5/1/2020,137,01-05-2020
GLOBAL,Cutting Tools,6/1/2020,151,01-06-2020
GLOBAL,Cutting Tools,7/1/2020,136,01-07-2020
GLOBAL,Cutting Tools,8/1/2020,136,01-08-2020
GLOBAL,Cutting Tools,9/1/2020,156,01-09-2020
GLOBAL,Cutting Tools,10/1/2020,168,01-10-2020
GLOBAL,Cutting Tools,11/1/2020,151,01-11-2020
GLOBAL,Cutting Tools,12/1/2020,157,01-12-2020
GLOBAL,Cutting Tools,1/1/2021,145,01-01-2021
GLOBAL,Cutting Tools,2/1/2021,150,01-02-2021
GLOBAL,Cutting Tools,3/1/2021,178,01-03-2021
GLOBAL,Cutting Tools,4/1/2021,170,01-04-2021
GLOBAL,Cutting Tools,5/1/2021,161,01-05-2021
GLOBAL,Cutting Tools,6/1/2021,172,01-06-2021
GLOBAL,Cutting Tools,7/1/2021,162,01-07-2021
GLOBAL,3DP SEARCH VOLUME,1/1/2021,1566300,01-01-2021
GLOBAL,3DP SEARCH VOLUME,2/1/2021,1315580,01-02-2021
GLOBAL,3DP SEARCH VOLUME,3/1/2021,1334200,01-03-2021
GLOBAL,3DP SEARCH VOLUME,4/1/2021,1313210,01-04-2021
GLOBAL,3DP SEARCH VOLUME,5/1/2021,1427450,01-05-2021
GLOBAL,3DP SEARCH VOLUME,6/1/2021,1169190,01-06-2021
GLOBAL,3DP SEARCH VOLUME,7/1/2021,1167380,01-07-2021
GLOBAL,3DP SEARCH VOLUME,8/1/2021,1401750,01-08-2021
GLOBAL,3DP SEARCH VOLUME,9/1/2021,1401960,01-09-2021
GLOBAL,3DP SEARCH VOLUME,10/1/2021,1634550,01-10-2021
GLOBAL,3DP SEARCH VOLUME,11/1/2021,1580340,01-11-2021
GLOBAL,3DP SEARCH VOLUME,12/1/2021,1581680,01-12-2021
GLOBAL,3DP SEARCH VOLUME,1/1/2022,1644080,01-01-2022
GLOBAL,3DP SEARCH VOLUME,1/1/2021,208380,01-01-2021
GLOBAL,CNC SEARCH VOLUME,2/1/2021,200040,01-02-2021
GLOBAL,CNC SEARCH VOLUME,3/1/2021,229710,01-03-2021
GLOBAL,CNC SEARCH VOLUME,4/1/2021,216860,01-04-2021
GLOBAL,CNC SEARCH VOLUME,5/1/2021,367930,01-05-2021
GLOBAL,CNC SEARCH VOLUME,6/1/2021,247530,01-06-2021
GLOBAL,CNC SEARCH VOLUME,7/1/2021,246580,01-07-2021
GLOBAL,CNC SEARCH VOLUME,8/1/2021,318800,01-08-2021
GLOBAL,CNC SEARCH VOLUME,9/1/2021,283310,01-09-2021
GLOBAL,CNC SEARCH VOLUME,10/1/2021,283580,01-10-2021
GLOBAL,CNC SEARCH VOLUME,11/1/2021,238500,01-11-2021
GLOBAL,CNC SEARCH VOLUME,12/1/2021,232620,01-12-2021
GLOBAL,CNC SEARCH VOLUME,1/1/2022,235100,01-01-2022
